start poin,end point,total cost,layer,path
460,92,16.305,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,28,16.305,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,409,16.926,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,411,17.903,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,121,19.688,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,364,19.688,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,57,21.302,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,212,21.563,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,216,21.563,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,63,23.844,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,16,24.896,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
460,336,27.107,Troia,C:/Users/him628/Documents/Troia-LCP.shp|layername=Troia-LCP
